,accounts,chamber,id,name,party,state,type
424,"{'office': [{'id': 20053279, 'id_str': '20053279', 'screen_name': 'RepPeteOlson'}], 'campaign': [{'id': 12726012, 'id_str': '12726012', 'screen_name': 'PeteOlson'}]}",house,"{'bioguide': 'O000168', 'govtrack': 412302}",Pete Olson,R,TX,member
425,"{'office': [{'id': 24735461, 'id_str': '24735461', 'screen_name': 'PeteSessions'}], 'campaign': [{'id': 2756069574, 'id_str': '2756069574', 'screen_name': 'SessionsforTX32'}]}",house,"{'bioguide': 'S000250', 'govtrack': 400367}",Pete Sessions,R,TX,member
426,"{'office': [{'id': 1058051748, 'id_str': '1058051748', 'screen_name': 'TXRandy14'}], 'campaign': [{'id': 373586796, 'id_str': '373586796', 'screen_name': 'WeberforTexas'}]}",house,"{'bioguide': 'W000814', 'govtrack': 412574}",Randy Weber,R,TX,member
427,"{'office': [{'id': 1077446982, 'id_str': '1077446982', 'screen_name': 'RepRWilliams'}], 'campaign': [{'id': 18197328, 'id_str': '18197328', 'screen_name': 'RogerWilliamsTX'}]}",house,"{'bioguide': 'W000816', 'govtrack': 412578}",Roger Williams,R,TX,member
428,"{'office': [{'id': 249288197, 'id_str': '249288197', 'screen_name': 'SamsPressShop'}]}",house,"{'bioguide': 'J000174', 'govtrack': 400206}",Sam Johnson,R,TX,member
429,"{'office': [{'id': 80612021, 'id_str': '80612021', 'screen_name': 'JacksonLeeTX18'}], 'campaign': [{'id': 4002888226, 'id_str': '4002888226', 'screen_name': 'sjl4hrc'}]}",house,"{'bioguide': 'J000032', 'govtrack': 400199}",Sheila Jackson Lee,D,TX,member
430,"{'office': [{'id': 74198348, 'id_str': '74198348', 'screen_name': 'JudgeTedPoe'}]}",house,"{'bioguide': 'P000592', 'govtrack': 400652}",Ted Poe,R,TX,member
431,"{'office': [{'id': 818536152588238800, 'id_str': '818536152588238849', 'screen_name': 'RepGonzalez'}]}",house,"{'bioguide': 'G000581', 'govtrack': 412725}",Vicente Gonzalez,D,TX,member
432,"{'office': [{'id': 2963445730, 'id_str': '2963445730', 'screen_name': 'HurdOnTheHill'}], 'campaign': [{'id': 74313566, 'id_str': '74313566', 'screen_name': 'WillHurd'}]}",house,"{'bioguide': 'H001073', 'govtrack': 412654}",Will Hurd,R,TX,member
433,"{'office': [{'id': 1072008757, 'id_str': '1072008757', 'screen_name': 'RepChrisStewart'}], 'campaign': [{'id': 395419988, 'id_str': '395419988', 'screen_name': 'StewartforUtah'}]}",house,"{'bioguide': 'S001192', 'govtrack': 412581}",Chris Stewart,R,UT,member
434,"{'office': [{'id': 2976598347, 'id_str': '2976598347', 'screen_name': 'RepMiaLove'}], 'campaign': [{'id': 343171266, 'id_str': '343171266', 'screen_name': 'MiaBLove'}]}",house,"{'bioguide': 'L000584', 'govtrack': 412656}",Mia Love,R,UT,member
435,"{'campaign': [{'id': 712783082336571400, 'id_str': '712783082336571392', 'screen_name': 'RobBishopUT'}]}",house,"{'bioguide': 'B001250', 'govtrack': 400029}",Rob Bishop,R,UT,member
436,"{'office': [{'id': 2933760046, 'id_str': '2933760046', 'screen_name': 'RepComstock'}], 'campaign': [{'id': 37481291, 'id_str': '37481291', 'screen_name': 'BarbaraComstock'}]}",house,"{'bioguide': 'C001105', 'govtrack': 412658}",Barbara Comstock,R,VA,member
437,"{'office': [{'id': 37920978, 'id_str': '37920978', 'screen_name': 'RepGoodlatte'}], 'campaign': [{'id': 1467758983, 'id_str': '1467758983', 'screen_name': 'BobGoodlatte6'}]}",house,"{'bioguide': 'G000289', 'govtrack': 400154}",Bob Goodlatte,R,VA,member
438,"{'office': [{'id': 161791703, 'id_str': '161791703', 'screen_name': 'BobbyScott'}], 'campaign': [{'id': 319829219, 'id_str': '319829219', 'screen_name': 'BobbyScott4VA3'}]}",house,"{'bioguide': 'S000185', 'govtrack': 400364}",Bobby Scott,D,VA,member
439,"{'office': [{'id': 2560169238, 'id_str': '2560169238', 'screen_name': 'RepDaveBrat'}], 'campaign': [{'id': 2279098645, 'id_str': '2279098645', 'screen_name': 'DaveBratVA7th'}]}",house,"{'bioguide': 'B001290', 'govtrack': 412605}",Dave Brat,R,VA,member
440,"{'office': [{'id': 2962868158, 'id_str': '2962868158', 'screen_name': 'RepDonBeyer'}], 'campaign': [{'id': 2319503065, 'id_str': '2319503065', 'screen_name': 'DonBeyerVA'}]}",house,"{'bioguide': 'B001292', 'govtrack': 412657}",Don Beyer,D,VA,member
441,"{'office': [{'id': 816181091673448400, 'id_str': '816181091673448448', 'screen_name': 'RepMcEachin'}], 'campaign': [{'id': 459051498, 'id_str': '459051498', 'screen_name': 'Donald_McEachin'}]}",house,"{'bioguide': 'M001200', 'govtrack': 412728}",Donald McEachin,D,VA,member
442,"{'office': [{'id': 78445977, 'id_str': '78445977', 'screen_name': 'GerryConnolly'}], 'campaign': [{'id': 125706625, 'id_str': '125706625', 'screen_name': 'ElectConnolly'}]}",house,"{'bioguide': 'C001078', 'govtrack': 412272}",Gerry Connolly,D,VA,member
443,"{'office': [{'id': 234057152, 'id_str': '234057152', 'screen_name': 'RepMGriffith'}], 'campaign': [{'id': 130714799, 'id_str': '130714799', 'screen_name': 'MorganGriffith'}]}",house,"{'bioguide': 'G000568', 'govtrack': 412485}",Morgan Griffith,R,VA,member
444,"{'office': [{'id': 15356407, 'id_str': '15356407', 'screen_name': 'RobWittman'}], 'campaign': [{'id': 46184745, 'id_str': '46184745', 'screen_name': 'ReElectWittman'}]}",house,"{'bioguide': 'W000804', 'govtrack': 412255}",Rob Wittman,R,VA,member
445,"{'office': [{'id': 837722935095930900, 'id_str': '837722935095930883', 'screen_name': 'RepScottTaylor'}], 'campaign': [{'id': 42337890, 'id_str': '42337890', 'screen_name': 'Scotttaylorva'}]}",house,"{'bioguide': 'T000477', 'govtrack': 412727}",Scott Taylor,R,VA,member
446,"{'office': [{'id': 818460870573441000, 'id_str': '818460870573441028', 'screen_name': 'Rep_Tom_Garrett'}], 'campaign': [{'id': 323293114, 'id_str': '323293114', 'screen_name': 'GarrettforVA'}]}",house,"{'bioguide': 'G000580', 'govtrack': 412729}",Tom Garrett Jr.,R,VA,member
447,"{'office': [{'id': 2724095695, 'id_str': '2724095695', 'screen_name': 'StaceyPlaskett'}]}",house,"{'bioguide': 'P000610', 'govtrack': 412659}",Stacey Plaskett,D,VI,member
448,"{'office': [{'id': 1410590874, 'id_str': '1410590874', 'screen_name': 'PeterWelch'}], 'campaign': [{'id': 499109830, 'id_str': '499109830', 'screen_name': 'WelchForVT'}]}",house,"{'bioguide': 'W000800', 'govtrack': 412239}",Peter Welch,D,VT,member
449,"{'office': [{'id': 58928690, 'id_str': '58928690', 'screen_name': 'RepAdamSmith'}], 'campaign': [{'id': 50789200, 'id_str': '50789200', 'screen_name': 'electadamsmith'}]}",house,"{'bioguide': 'S000510', 'govtrack': 400379}",Adam Smith,D,WA,member
450,"{'office': [{'id': 17976923, 'id_str': '17976923', 'screen_name': 'cathymcmorris'}], 'campaign': [{'id': 130733698, 'id_str': '130733698', 'screen_name': 'TeamCMR'}]}",house,"{'bioguide': 'M001159', 'govtrack': 400659}",Cathy McMorris Rodgers,R,WA,member
451,"{'office': [{'id': 2930635215, 'id_str': '2930635215', 'screen_name': 'RepNewhouse'}]}",house,"{'bioguide': 'N000189', 'govtrack': 412660}",Dan Newhouse,R,WA,member
452,"{'office': [{'id': 16102244, 'id_str': '16102244', 'screen_name': 'davereichert'}], 'campaign': [{'id': 121534796, 'id_str': '121534796', 'screen_name': 'TeamReichert'}]}",house,"{'bioguide': 'R000578', 'govtrack': 400660}",Dave Reichert,R,WA,member
453,"{'office': [{'id': 1068499286, 'id_str': '1068499286', 'screen_name': 'RepDennyHeck'}], 'campaign': [{'id': 64248024, 'id_str': '64248024', 'screen_name': 'DennyHeck'}]}",house,"{'bioguide': 'H001064', 'govtrack': 412584}",Denny Heck,D,WA,member
454,"{'office': [{'id': 1058917562, 'id_str': '1058917562', 'screen_name': 'RepDerekKilmer'}], 'campaign': [{'id': 120518554, 'id_str': '120518554', 'screen_name': 'DerekKilmer'}]}",house,"{'bioguide': 'K000381', 'govtrack': 412583}",Derek Kilmer,D,WA,member
455,"{'office': [{'id': 242926427, 'id_str': '242926427', 'screen_name': 'HerreraBeutler'}], 'campaign': [{'id': 97963837, 'id_str': '97963837', 'screen_name': 'JaimeLHerrera'}]}",house,"{'bioguide': 'H001056', 'govtrack': 412486}",Jaime Herrera Beutler,R,WA,member
456,"{'office': [{'id': 815733290955112400, 'id_str': '815733290955112448', 'screen_name': 'RepJayapal'}], 'campaign': [{'id': 193441812, 'id_str': '193441812', 'screen_name': 'PramilaJayapal'}]}",house,"{'bioguide': 'J000298', 'govtrack': 412730}",Pramila Jayapal,D,WA,member
457,"{'office': [{'id': 404132211, 'id_str': '404132211', 'screen_name': 'RepRickLarsen'}]}",house,"{'bioguide': 'L000560', 'govtrack': 400232}",Rick Larsen,D,WA,member
458,"{'office': [{'id': 995193054, 'id_str': '995193054', 'screen_name': 'RepDelBene'}], 'campaign': [{'id': 41225640, 'id_str': '41225640', 'screen_name': 'SuzanDelBene'}]}",house,"{'bioguide': 'D000617', 'govtrack': 412505}",Suzan DelBene,D,WA,member
459,"{'office': [{'id': 2976606250, 'id_str': '2976606250', 'screen_name': 'RepGrothman'}], 'campaign': [{'id': 2432952828, 'id_str': '2432952828', 'screen_name': 'GrothmanforWI'}]}",house,"{'bioguide': 'G000576', 'govtrack': 412661}",Glenn Grothman,R,WI,member
460,"{'office': [{'id': 22669526, 'id_str': '22669526', 'screen_name': 'RepGwenMoore'}], 'campaign': [{'id': 784965392, 'id_str': '784965392', 'screen_name': 'Gwen4Congress'}]}",house,"{'bioguide': 'M001160', 'govtrack': 400661}",Gwen Moore,D,WI,member
461,"{'office': [{'id': 851621377, 'id_str': '851621377', 'screen_name': 'JimPressOffice'}]}",house,"{'bioguide': 'S000244', 'govtrack': 400365}",Jim Sensenbrenner,R,WI,member
462,"{'office': [{'id': 1206227149, 'id_str': '1206227149', 'screen_name': 'repmarkpocan'}], 'campaign': [{'id': 309070309, 'id_str': '309070309', 'screen_name': 'MarkPocan'}]}",house,"{'bioguide': 'P000607', 'govtrack': 412585}",Mark Pocan,D,WI,member
463,"{'office': [{'id': 815966620300480500, 'id_str': '815966620300480514', 'screen_name': 'RepGallagher'}]}",house,"{'bioguide': 'G000579', 'govtrack': 412731}",Mike Gallagher,R,WI,member
464,"{'office': [{'id': 18916432, 'id_str': '18916432', 'screen_name': 'SpeakerRyan'}, {'id': 733751245, 'id_str': '733751245', 'screen_name': 'PRyan'}]}",house,"{'bioguide': 'R000570', 'govtrack': 400351}",Paul Ryan,R,WI,member
465,"{'office': [{'id': 112740986, 'id_str': '112740986', 'screen_name': 'RepRonKind'}], 'campaign': [{'id': 156045092, 'id_str': '156045092', 'screen_name': 'KindforCongress'}]}",house,"{'bioguide': 'K000188', 'govtrack': 400218}",Ron Kind,D,WI,member
466,"{'office': [{'id': 234022257, 'id_str': '234022257', 'screen_name': 'RepSeanDuffy'}], 'campaign': [{'id': 18229117, 'id_str': '18229117', 'screen_name': 'Duffy4Wisconsin'}]}",house,"{'bioguide': 'D000614', 'govtrack': 412488}",Sean Duffy,R,WI,member
467,"{'office': [{'id': 2964526557, 'id_str': '2964526557', 'screen_name': 'RepAlexMooney'}], 'campaign': [{'id': 1491350114, 'id_str': '1491350114', 'screen_name': 'MooneyforWV'}]}",house,"{'bioguide': 'M001195', 'govtrack': 412662}",Alex Mooney,R,WV,member
468,"{'office': [{'id': 240427862, 'id_str': '240427862', 'screen_name': 'RepMcKinley'}], 'campaign': [{'id': 101843722, 'id_str': '101843722', 'screen_name': 'mckinley4cong'}]}",house,"{'bioguide': 'M001180', 'govtrack': 412487}",David McKinley,R,WV,member
469,"{'office': [{'id': 2953713339, 'id_str': '2953713339', 'screen_name': 'RepEvanJenkins'}], 'campaign': [{'id': 1635375612, 'id_str': '1635375612', 'screen_name': 'EvanJenkinsWV'}]}",house,"{'bioguide': 'J000297', 'govtrack': 412663}",Evan Jenkins,R,WV,member
470,"{'office': [{'id': 816719802328715300, 'id_str': '816719802328715264', 'screen_name': 'RepLizCheney'}], 'campaign': [{'id': 98471035, 'id_str': '98471035', 'screen_name': 'Liz_Cheney'}]}",house,"{'bioguide': 'C001109', 'govtrack': 412732}",Liz Cheney,R,WY,member
471,"{'office': [{'id': 2557507771, 'id_str': '2557507771', 'name': 'Democratic Cloakroom', 'screen_name': 'DemCloakroom'}, {'id': 43963249, 'id_str': '43963249', 'name': 'House Democrats', 'screen_name': 'HouseDemocrats'}], 'campaign': [{'id': 14676022, 'id_str': '14676022', 'name': 'DCCC', 'screen_name': 'dccc'}]}",house,,Democrats,D,,party
472,"{'office': [{'id': 1138688364, 'id_str': '1138688364', 'name': 'GOP en Español', 'screen_name': 'GOPEspanol'}, {'id': 10840862, 'id_str': '10840862', 'name': 'House Republican Policy Committee', 'screen_name': 'GOPpolicy'}, {'id': 15207668, 'id_str': '15207668', 'name': 'House Republicans', 'screen_name': 'HouseGOP'}, {'id': 1137600571, 'id_str': '1137600571', 'name': 'Republican Cloakroom', 'screen_name': 'RepCloakroom'}], 'campaign': [{'id': 5496932, 'id_str': '5496932', 'name': 'NRCC', 'screen_name': 'NRCC'}]}",house,,Republicans,R,,party
473,"{'office': [{'id': 2864316239, 'id_str': '2864316239', 'screen_name': 'jctgov', 'party': 'N/A', 'chamber': 'joint'}]}",joint,"{'thomas_id': 'JSTX', 'senate_committee_id': 'JSTX', 'tag': 'jct'}",Joint Committee on Taxation,,,committee
474,"{'office': [{'id': 116505994, 'id_str': '116505994', 'screen_name': 'JECDems', 'party': 'D'}, {'id': 109280446, 'id_str': '109280446', 'screen_name': 'JECRepublicans', 'party': 'R'}]}",joint,"{'thomas_id': 'JSEC', 'senate_committee_id': 'JSEC', 'tag': 'jec'}",Joint Economic Committee,,,committee
475,"{'office': [{'id': 3006258669, 'id_str': '3006258669', 'screen_name': 'SenateAgGOP', 'party': 'R'}]}",senate,"{'thomas_id': 'SSAS21F', 'senate_committee_id': 'SSAF', 'tag': 'agriculture'}","Senate Committee on Agriculture, Nutrition, and Forestry",,,committee
476,"{'office': [{'id': 352534407, 'id_str': '352534407', 'screen_name': 'SenateApprops', 'party': 'D'}]}",senate,"{'thomas_id': 'SSAP', 'senate_committee_id': 'SSAP', 'tag': 'appropriations'}",Senate Committee on Appropriations,,,committee
477,"{'office': [{'id': 275572403, 'id_str': '275572403', 'screen_name': 'SASCMajority', 'party': 'R'}]}",senate,"{'thomas_id': 'SSAS', 'senate_committee_id': 'SSAS', 'tag': 'armed-services'}",Senate Committee on Armed Services,,,committee
478,"{'office': [{'id': 1242040290, 'id_str': '1242040290', 'screen_name': 'BankingGOP', 'party': 'R'}]}",senate,"{'thomas_id': 'SSBK', 'senate_committee_id': 'SSBK', 'tag': 'banking'}","Senate Committee on Banking, Housing, and Urban Affairs",,,committee
479,"{'office': [{'id': 386092483, 'id_str': '386092483', 'screen_name': 'SenateCommerce', 'party': 'R'}]}",senate,"{'thomas_id': 'SSCM', 'senate_committee_id': 'SSCM', 'tag': 'commerce'}","Senate Committee on Commerce, Science, and Transportation",,,committee
480,"{'office': [{'id': 277124730, 'id_str': '277124730', 'screen_name': 'EnergyDems', 'party': 'D'}, {'id': 82657929, 'id_str': '82657929', 'screen_name': 'EnergyGOP', 'party': 'R'}]}",senate,"{'thomas_id': 'SSEG', 'senate_committee_id': 'SSEG', 'tag': 'energy'}",Senate Committee on Energy and Natural Resources,,,committee
481,"{'office': [{'id': 245891006, 'id_str': '245891006', 'screen_name': 'EPWDems', 'party': 'D'}, {'id': 1055515873, 'id_str': '1055515873', 'screen_name': 'EPWGOP', 'party': 'R'}]}",senate,"{'thomas_id': 'SSEV', 'senate_committee_id': 'SSEV', 'tag': 'epw'}",Senate Committee on Environment and Public Works,,,committee
482,"{'office': [{'id': 701821488, 'id_str': '701821488', 'screen_name': 'GOPSenFinance', 'party': 'R'}]}",senate,"{'thomas_id': 'SSFI', 'senate_committee_id': 'SSFI', 'tag': 'finance'}",Senate Committee on Finance,,,committee
483,"{'office': [{'id': 292972175, 'id_str': '292972175', 'screen_name': 'GOPHELP', 'party': 'R'}]}",senate,"{'thomas_id': 'SSHR', 'senate_committee_id': 'SSHR', 'tag': 'help'}","Senate Committee on Health, Education, Labor, and Pensions",,,committee
484,"{'office': [{'id': 329761746, 'id_str': '329761746', 'screen_name': 'IndianCommittee', 'party': 'R'}]}",senate,"{'thomas_id': 'SLIA', 'senate_committee_id': 'SLIA', 'tag': 'indian'}",Senate Committee on Indian Affairs,,,committee
485,"{'office': [{'id': 2932401927, 'id_str': '2932401927', 'screen_name': 'SmallBizCmte', 'party': 'R'}]}",senate,"{'thomas_id': 'SSSB', 'senate_committee_id': 'SSSB', 'tag': 'sbc'}",Senate Committee on Small Business and Entrepreneurship,,,committee
486,"{'office': [{'id': 1009054656, 'id_str': '1009054656', 'screen_name': 'VAChair', 'party': 'R'}]}",senate,"{'thomas_id': 'SSVA', 'senate_committee_id': 'SSVA', 'tag': 'veterans'}",Senate Committee on Veterans' Affairs,,,committee
487,"{'office': [{'id': 2992440550, 'id_str': '2992440550', 'screen_name': 'BudgetGOP', 'party': 'R'}]}",senate,"{'thomas_id': 'SSBU', 'senate_committee_id': 'SSBU', 'tag': 'budget'}",Senate Committee on the Budget,,,committee
488,"{'office': [{'id': 704320143824953300, 'id_str': '704320143824953344', 'screen_name': 'senjudiciary', 'party': 'R'}]}",senate,"{'thomas_id': 'SSJU', 'senate_committee_id': 'SSJU', 'tag': 'judiciary'}",Senate Committee on the Judiciary,,,committee
489,"{'office': [{'id': 2359937696, 'id_str': '2359937696', 'screen_name': 'SenateAging', 'party': 'R'}]}",senate,"{'thomas_id': 'SPAG', 'senate_committee_id': 'SPAG', 'tag': 'aging'}",Senate Special Committee on Aging,,,committee
490,"{'office': [{'id': 2891210047, 'id_str': '2891210047', 'screen_name': 'SenDanSullivan'}], 'campaign': [{'id': 1869975300, 'id_str': '1869975300', 'screen_name': 'DanSullivan2014'}]}",senate,"{'bioguide': 'S001198', 'govtrack': 412665}",Dan Sullivan,R,AK,member
491,"{'office': [{'id': 18061669, 'id_str': '18061669', 'screen_name': 'lisamurkowski'}], 'campaign': [{'id': 151247615, 'id_str': '151247615', 'screen_name': 'LisaForSenate'}]}",senate,"{'bioguide': 'M001153', 'govtrack': 300075}",Lisa Murkowski,R,AK,member
492,"{'office': [{'id': 829794295355940900, 'id_str': '829794295355940866', 'screen_name': 'SenatorStrange'}], 'campaign': [{'id': 15141113, 'id_str': '15141113', 'screen_name': 'lutherstrange'}]}",senate,"{'bioguide': 'S001202', 'govtrack': 412734}",Luther Strange,R,AL,member
493,"{'office': [{'id': 21111098, 'id_str': '21111098', 'screen_name': 'SenShelby'}], 'campaign': [{'id': 4011378557, 'id_str': '4011378557', 'screen_name': 'ShelbyForSenate'}]}",senate,"{'bioguide': 'S000320', 'govtrack': 300089}",Richard Shelby,R,AL,member
494,"{'office': [{'id': 5558312, 'id_str': '5558312', 'screen_name': 'JohnBoozman'}], 'campaign': [{'id': 111671288, 'id_str': '111671288', 'screen_name': 'Boozman4AR'}]}",senate,"{'bioguide': 'B001236', 'govtrack': 400040}",John Boozman,R,AR,member
495,"{'office': [{'id': 968650362, 'id_str': '968650362', 'screen_name': 'SenTomCotton'}], 'campaign': [{'id': 343041182, 'id_str': '343041182', 'screen_name': 'TomCottonAR'}]}",senate,"{'bioguide': 'C001095', 'govtrack': 412508}",Tom Cotton,R,AR,member
496,"{'office': [{'id': 16056306, 'id_str': '16056306', 'screen_name': 'JeffFlake'}], 'campaign': [{'id': 259459455, 'id_str': '259459455', 'screen_name': 'FlakeforSenate'}, {'id': 254603726, 'id_str': '254603726', 'screen_name': 'TeamFlake'}]}",senate,"{'bioguide': 'F000444', 'govtrack': 400134}",Jeff Flake,R,AZ,member
497,"{'office': [{'id': 19394188, 'id_str': '19394188', 'screen_name': 'SenJohnMcCain'}], 'campaign': [{'id': 4107251, 'id_str': '4107251', 'screen_name': 'TeamMcCain'}]}",senate,"{'bioguide': 'M000303', 'govtrack': 300071}",John McCain,R,AZ,member
498,"{'office': [{'id': 476256944, 'id_str': '476256944', 'screen_name': 'SenFeinstein'}], 'campaign': [{'id': 378631423, 'id_str': '378631423', 'screen_name': 'DianneFeinstein'}]}",senate,"{'bioguide': 'F000062', 'govtrack': 300043}",Dianne Feinstein,D,CA,member
499,"{'office': [{'id': 803694179079458800, 'id_str': '803694179079458816', 'screen_name': 'SenKamalaHarris'}], 'campaign': [{'id': 30354991, 'id_str': '30354991', 'screen_name': 'KamalaHarris'}]}",senate,"{'bioguide': 'H001075', 'govtrack': 412678}",Kamala Harris,D,CA,member
500,"{'office': [{'id': 235217558, 'id_str': '235217558', 'screen_name': 'SenCoryGardner'}]}",senate,"{'bioguide': 'G000562', 'govtrack': 412406}",Cory Gardner,R,CO,member
501,"{'office': [{'id': 224285242, 'id_str': '224285242', 'screen_name': 'SenBennetCO'}], 'campaign': [{'id': 45645232, 'id_str': '45645232', 'screen_name': 'BennetForCO'}]}",senate,"{'bioguide': 'B001267', 'govtrack': 412330}",Michael Bennet,D,CO,member
502,"{'office': [{'id': 2853793517, 'id_str': '2853793517', 'screen_name': 'SenMurphyOffice'}], 'campaign': [{'id': 150078976, 'id_str': '150078976', 'screen_name': 'ChrisMurphyCT'}]}",senate,"{'bioguide': 'M001169', 'govtrack': 412194}",Chris Murphy,D,CT,member
503,"{'office': [{'id': 278124059, 'id_str': '278124059', 'screen_name': 'SenBlumenthal'}], 'campaign': [{'id': 102477372, 'id_str': '102477372', 'screen_name': 'DickBlumenthal'}]}",senate,"{'bioguide': 'B001277', 'govtrack': 412490}",Richard Blumenthal,D,CT,member
504,"{'office': [{'id': 435500714, 'id_str': '435500714', 'screen_name': 'SenCoonsOffice'}], 'campaign': [{'id': 15324851, 'id_str': '15324851', 'screen_name': 'ChrisCoons'}]}",senate,"{'bioguide': 'C001088', 'govtrack': 412390}",Chris Coons,D,DE,member
505,"{'office': [{'id': 249787913, 'id_str': '249787913', 'screen_name': 'SenatorCarper'}], 'campaign': [{'id': 381577682, 'id_str': '381577682', 'screen_name': 'TomCarperforDE'}]}",senate,"{'bioguide': 'C000174', 'govtrack': 300019}",Tom Carper,D,DE,member
506,"{'office': [{'id': 20597460, 'id_str': '20597460', 'screen_name': 'SenBillNelson'}], 'campaign': [{'id': 555355209, 'id_str': '555355209', 'screen_name': 'NelsonForSenate'}]}",senate,"{'bioguide': 'N000032', 'govtrack': 300078}",Bill Nelson,D,FL,member
507,"{'office': [{'id': 229966028, 'id_str': '229966028', 'screen_name': 'SenRubioPress'}], 'campaign': [{'id': 15745368, 'id_str': '15745368', 'screen_name': 'marcorubio'}]}",senate,"{'bioguide': 'R000595', 'govtrack': 412491}",Marco Rubio,R,FL,member
508,"{'office': [{'id': 2863210809, 'id_str': '2863210809', 'screen_name': 'sendavidperdue'}], 'campaign': [{'id': 1397501864, 'id_str': '1397501864', 'screen_name': 'Perduesenate'}]}",senate,"{'bioguide': 'P000612', 'govtrack': 412666}",David Perdue,R,GA,member
509,"{'office': [{'id': 78403308, 'id_str': '78403308', 'screen_name': 'SenatorIsakson'}], 'campaign': [{'id': 253252536, 'id_str': '253252536', 'screen_name': 'JohnnyIsakson'}]}",senate,"{'bioguide': 'I000055', 'govtrack': 400194}",Johnny Isakson,R,GA,member
510,"{'office': [{'id': 1262099252, 'id_str': '1262099252', 'screen_name': 'SenBrianSchatz'}], 'campaign': [{'id': 47747074, 'id_str': '47747074', 'screen_name': 'brianschatz'}, {'id': 1284467173, 'id_str': '1284467173', 'screen_name': 'SchatzforHawaii'}]}",senate,"{'bioguide': 'S001194', 'govtrack': 412507}",Brian Schatz,D,HI,member
511,"{'office': [{'id': 92186819, 'id_str': '92186819', 'screen_name': 'maziehirono'}], 'campaign': [{'id': 169198625, 'id_str': '169198625', 'screen_name': 'mazieforhawaii'}]}",senate,"{'bioguide': 'H001042', 'govtrack': 412200}",Mazie Hirono,D,HI,member
512,"{'office': [{'id': 10615232, 'id_str': '10615232', 'screen_name': 'ChuckGrassley'}, {'id': 294126378, 'id_str': '294126378', 'screen_name': 'GrassleyPress'}]}",senate,"{'bioguide': 'G000386', 'govtrack': 300048}",Chuck Grassley,R,IA,member
513,"{'office': [{'id': 2856787757, 'id_str': '2856787757', 'screen_name': 'SenJoniErnst'}], 'campaign': [{'id': 1383059977, 'id_str': '1383059977', 'screen_name': 'joniernst'}]}",senate,"{'bioguide': 'E000295', 'govtrack': 412667}",Joni Ernst,R,IA,member
514,"{'office': [{'id': 1096059529, 'id_str': '1096059529', 'screen_name': 'SenatorRisch'}], 'campaign': [{'id': 1095504170, 'id_str': '1095504170', 'screen_name': 'JimRisch'}]}",senate,"{'bioguide': 'R000584', 'govtrack': 412322}",Jim Risch,R,ID,member
515,"{'office': [{'id': 600463589, 'id_str': '600463589', 'screen_name': 'MikeCrapo'}], 'campaign': [{'id': 413160266, 'id_str': '413160266', 'screen_name': 'crapo4senate'}]}",senate,"{'bioguide': 'C000880', 'govtrack': 300030}",Mike Crapo,R,ID,member
516,"{'office': [{'id': 247334603, 'id_str': '247334603', 'screen_name': 'SenatorDurbin'}], 'campaign': [{'id': 308794407, 'id_str': '308794407', 'screen_name': 'DickDurbin'}]}",senate,"{'bioguide': 'D000563', 'govtrack': 300038}",Dick Durbin,D,IL,member
517,"{'office': [{'id': 1058520120, 'id_str': '1058520120', 'screen_name': 'SenDuckworth'}], 'campaign': [{'id': 328679423, 'id_str': '328679423', 'screen_name': 'TammyforIL'}]}",senate,"{'bioguide': 'D000622', 'govtrack': 412533}",Tammy Duckworth,D,IL,member
518,"{'office': [{'id': 216503958, 'id_str': '216503958', 'screen_name': 'SenDonnelly'}]}",senate,"{'bioguide': 'D000607', 'govtrack': 412205}",Joe Donnelly,D,IN,member
519,"{'office': [{'id': 234128524, 'id_str': '234128524', 'screen_name': 'SenToddYoung'}], 'campaign': [{'id': 59969802, 'id_str': '59969802', 'screen_name': 'ToddYoungIN'}]}",senate,"{'bioguide': 'Y000064', 'govtrack': 412428}",Todd Young,R,IN,member
520,"{'office': [{'id': 18632666, 'id_str': '18632666', 'screen_name': 'JerryMoran'}], 'campaign': [{'id': 18632809, 'id_str': '18632809', 'screen_name': 'moranforkansas'}]}",senate,"{'bioguide': 'M000934', 'govtrack': 400284}",Jerry Moran,R,KS,member
521,"{'office': [{'id': 75364211, 'id_str': '75364211', 'screen_name': 'SenPatRoberts'}], 'campaign': [{'id': 586730005, 'id_str': '586730005', 'screen_name': 'PatRoberts'}]}",senate,"{'bioguide': 'R000307', 'govtrack': 300083}",Pat Roberts,R,KS,member
522,"{'office': [{'id': 339822881, 'id_str': '339822881', 'screen_name': 'McConnellPress'}, {'id': 1249982359, 'id_str': '1249982359', 'screen_name': 'SenateMajLdr'}], 'campaign': [{'id': 365530059, 'id_str': '365530059', 'screen_name': 'Team_Mitch'}]}",senate,"{'bioguide': 'M000355', 'govtrack': 300072}",Mitch McConnell,R,KY,member
523,"{'office': [{'id': 216881337, 'id_str': '216881337', 'screen_name': 'RandPaul'}], 'campaign': [{'id': 39834947, 'id_str': '39834947', 'screen_name': 'DrRandPaul'}]}",senate,"{'bioguide': 'P000603', 'govtrack': 412492}",Rand Paul,R,KY,member
524,"{'campaign': [{'id': 55677432, 'id_str': '55677432', 'screen_name': 'BillCassidy'}]}",senate,"{'bioguide': 'C001075', 'govtrack': 412269}",Bill Cassidy,R,LA,member
